Call Number Type	ISBN	Target	Date Attempted	Reason
LCCN	9780922915996	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780922915996	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780874809268	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780874809268	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780874809268	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282396470	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396470	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396470	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282396784	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396784	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396784	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282396449	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396449	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396449	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282396432	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396432	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282396432	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282299948	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282299948	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282299948	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780922915941	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780922915941	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780922915941	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780309051873	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780309051873	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780309051873	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780585112176	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780585112176	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780585112176	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781280237485	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781280237485	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781280237485	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282991194	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282991194	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282991194	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781280237676	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781280237676	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781280237676	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781283012966	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781283012966	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781283012966	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780674058538	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780674058538	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780674058538	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282723092	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282723092	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282723092	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282722897	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282722897	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282722897	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780821443378	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780821443378	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780821443378	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9783110229479	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9783110229479	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9783110229479	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780821417324	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780821417324	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780821417324	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9780262123099	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780262123099	Library of Congress	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9780262123099	UCB	2026-04-10	Could not connect to Z39.50 server: ('socket', '[Errno 11001] getaddrinfo failed')
LCCN	9781282884922	OpenLibrary	2026-04-10	<urlopen error [Errno 11001] getaddrinfo failed>
LCCN	9781282884922	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780191543135	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780191543135	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780191543135	UCB	2026-04-10	No records found in UCB.
LCCN	9780191683671	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780191683671	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780195106534	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780195106534	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780191543029	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780191543029	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780191543029	UCB	2026-04-10	No records found in UCB.
LCCN	9780369101693	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780369101693	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780369101693	UCB	2026-04-10	No records found in UCB.
LCCN	9780803204195	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780803204195	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780230000599	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780230000599	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780230000599	UCB	2026-04-10	No records found in UCB.
LCCN	9780511192081	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9780511192081	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780511192081	UCB	2026-04-10	No records found in UCB.
LCCN	9780814775240	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781280944727	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781280944727	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9780814707159	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781281962904	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781281962904	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9781281962904	UCB	2026-04-10	No records found in UCB.
LCCN	9781350222113	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781350222113	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9781350222113	UCB	2026-04-10	No records found in UCB.
LCCN	9781281259325	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781281259325	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9781281259325	UCB	2026-04-10	No records found in UCB.
LCCN	9781283349673	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781283349673	Library of Congress	2026-04-10	No records found in Library of Congress.
LCCN	9781283349673	UCB	2026-04-10	No records found in UCB.
LCCN	9781283308380	OpenLibrary	2026-04-10	No records found in OpenLibrary.
LCCN	9781283308380	Library of Congress	2026-04-10	No records found in Library of Congress.
